 Date = 2024.000     Altitude =   565.000 km      geodetic  

      Lat     Long       D       I       H       X       Y       Z       F
  -85.000  240.000   75.74  -73.62   11865    2923   11499  -40363   42071
  -85.000  245.000   71.09  -73.35   11992    3887   11345  -40091   41846
  -85.000  250.000   66.49  -73.08   12114    4832   11109  -39818   41620
  -85.000  255.000   61.95  -72.82   12231    5751   10794  -39548   41396
  -85.000  260.000   57.45  -72.56   12340    6639   10402  -39281   41173
  -85.000  265.000   52.99  -72.31   12442    7489    9936  -39019   40955
  -85.000  270.000   48.57  -72.08   12537    8296    9400  -38765   40742
  -85.000  275.000   44.18  -71.85   12624    9054    8797  -38520   40536
  -85.000  280.000   39.81  -71.64   12703    9758    8133  -38286   40338
  -85.000  285.000   35.47  -71.45   12774   10404    7412  -38064   40150
  -85.000  290.000   31.14  -71.27   12837   10987    6639  -37856   39973
  -85.000  295.000   26.83  -71.10   12892   11504    5819  -37664   39809
  -85.000  300.000   22.53  -70.96   12940   11952    4958  -37488   39658
  -85.000  305.000   18.24  -70.83   12979   12327    4062  -37330   39522
  -85.000  310.000   13.95  -70.72   13012   12628    3137  -37191   39402
  -85.000  315.000    9.66  -70.62   13038   12853    2189  -37072   39298
  -85.000  320.000    5.37  -70.55   13056   12999    1222  -36975   39212
  -85.000  325.000    1.07  -70.50   13068   13066     245  -36899   39145
  -85.000  330.000   -3.23  -70.46   13074   13053    -738  -36846   39096
  -85.000  335.000   -7.56  -70.45   13074   12960   -1719  -36815   39068
  -85.000  340.000  -11.89  -70.45   13067   12787   -2693  -36809   39059
  -85.000  345.000  -16.25  -70.48   13055   12533   -3653  -36826   39071
  -85.000  350.000  -20.63  -70.53   13036   12200   -4594  -36867   39104
  -85.000  355.000  -25.04  -70.59   13012   11789   -5507  -36932   39157
  -80.000    0.000  -26.20  -67.88   13673   12269   -6037  -33646   36318
  -80.000    5.000  -30.25  -68.06   13635   11778   -6869  -33847   36490
  -80.000   10.000  -34.36  -68.27   13590   11219   -7670  -34093   36702
  -80.000   15.000  -38.52  -68.51   13538   10592   -8431  -34385   36954
  -80.000   20.000  -42.73  -68.79   13475    9898   -9144  -34722   37245
  -80.000   25.000  -47.01  -69.10   13401    9138   -9802  -35101   37572
  -80.000   30.000  -51.34  -69.46   13313    8317  -10395  -35522   37935
  -80.000   35.000  -55.73  -69.84   13209    7438  -10916  -35982   38330
  -80.000   40.000  -60.19  -70.26   13088    6507  -11355  -36477   38754
  -80.000   45.000  -64.71  -70.72   12948    5532  -11706  -37004   39204
  -80.000   50.000  -69.30  -71.20   12787    4521  -11961  -37558   39675
  -80.000   55.000  -73.96  -71.71   12604    3483  -12114  -38135   40164
  -80.000   60.000  -78.71  -72.25   12400    2428  -12160  -38728   40664
  -80.000   65.000  -83.55  -72.80   12173    1368  -12096  -39332   41172
  -80.000   70.000  -88.49  -73.38   11924     315  -11920  -39941   41683
  -80.000   75.000  -93.54  -73.96   11655    -721  -11633  -40548   42190
  -80.000   80.000  -98.73  -74.56   11368   -1726  -11236  -41148   42690
  -80.000   85.000 -104.06  -75.15   11064   -2688  -10732  -41734   43176
  -80.000   90.000 -109.56  -75.74   10747   -3598  -10127  -42301   43645
  -80.000   95.000 -115.24  -76.33   10422   -4445   -9427  -42841   44090
  -80.000  100.000 -121.13  -76.89   10093   -5218   -8640  -43350   44510
  -80.000  105.000 -127.24  -77.44    9767   -5910   -7775  -43823   44898
  -80.000  110.000 -133.59  -77.95    9448   -6514   -6843  -44256   45253
  -80.000  115.000 -140.19  -78.42    9145   -7025   -5855  -44644   45571
  -80.000  120.000 -147.05  -78.85    8864   -7438   -4822  -44985   45850
  -80.000  125.000 -154.15  -79.23    8612   -7751   -3755  -45277   46089
  -80.000  130.000 -161.49  -79.55    8397   -7962   -2666  -45517   46285
  -80.000  135.000 -169.01  -79.80    8224   -8073   -1567  -45704   46438
  -80.000  140.000 -176.68  -79.98    8097   -8084    -469  -45839   46549
  -80.000  145.000  175.58  -80.09    8022   -7998     618  -45921   46616
  -80.000  150.000  167.84  -80.13    7998   -7819    1685  -45951   46642
  -80.000  155.000  160.18  -80.09    8027   -7551    2722  -45930   46626
  -80.000  160.000  152.66  -79.98    8105   -7200    3722  -45860   46571
  -80.000  165.000  145.36  -79.80    8229   -6771    4677  -45743   46478
  -80.000  170.000  138.32  -79.56    8395   -6270    5583  -45581   46348
  -80.000  175.000  131.56  -79.27    8596   -5703    6432  -45376   46183
  -80.000  180.000  125.10  -78.93    8827   -5076    7222  -45131   45986
  -80.000  185.000  118.94  -78.55    9082   -4395    7948  -44848   45758
  -80.000  190.000  113.07  -78.13    9356   -3667    8608  -44529   45502
  -80.000  195.000  107.48  -77.69    9644   -2897    9198  -44179   45219
  -80.000  200.000  102.14  -77.21    9940   -2091    9718  -43799   44912
  -80.000  205.000   97.03  -76.72   10241   -1254   10164  -43391   44583
  -80.000  210.000   92.13  -76.21   10543    -392   10536  -42960   44235
  -80.000  215.000   87.41  -75.69   10843     489   10832  -42507   43868
  -80.000  220.000   82.86  -75.16   11137    1385   11051  -42035   43485
  -80.000  225.000   78.44  -74.63   11424    2290   11192  -41547   43089
  -80.000  230.000   74.14  -74.09   11700    3198   11255  -41047   42682
  -80.000  235.000   69.94  -73.56   11964    4104   11239  -40537   42266
  -80.000  240.000   65.83  -73.03   12214    5002   11143  -40022   41844
  -80.000  245.000   61.79  -72.51   12448    5885   10969  -39503   41418
  -80.000  250.000   57.81  -72.00   12665    6748   10718  -38985   40991
  -80.000  255.000   53.88  -71.51   12863    7583   10390  -38472   40565
  -80.000  260.000   49.99  -71.04   13042    8386    9989  -37966   40144
  -80.000  265.000   46.13  -70.59   13202    9149    9518  -37472   39729
  -80.000  270.000   42.30  -70.17   13342    9868    8980  -36992   39325
  -80.000  275.000   38.50  -69.77   13463   10536    8381  -36531   38933
  -80.000  280.000   34.71  -69.40   13564   11150    7725  -36092   38556
  -80.000  285.000   30.94  -69.07   13648   11705    7018  -35676   38198
  -80.000  290.000   27.19  -68.76   13714   12199    6266  -35288   37859
  -80.000  295.000   23.44  -68.49   13765   12629    5476  -34929   37544
  -80.000  300.000   19.70  -68.25   13802   12994    4652  -34601   37253
  -80.000  305.000   15.96  -68.05   13827   13294    3802  -34307   36989
  -80.000  310.000   12.22  -67.88   13841   13527    2931  -34048   36753
  -80.000  315.000    8.48  -67.74   13845   13694    2043  -33825   36549
  -80.000  320.000    4.73  -67.63   13843   13796    1142  -33640   36376
  -80.000  325.000    0.97  -67.56   13834   13832     234  -33493   36238
  -80.000  330.000   -2.81  -67.51   13821   13805    -678  -33387   36134
  -80.000  335.000   -6.62  -67.50   13804   13712   -1592  -33321   36068
  -80.000  340.000  -10.46  -67.51   13784   13555   -2502  -33298   36039
  -80.000  345.000  -14.33  -67.56   13761   13333   -3406  -33318   36048
  -80.000  350.000  -18.24  -67.63   13736   13045   -4299  -33383   36098
  -80.000  355.000  -22.20  -67.74   13706   12691   -5178  -33492   36188
  -75.000    0.000  -24.09  -65.37   13886   12676   -5668  -30290   33321
  -75.000    5.000  -27.82  -65.58   13870   12266   -6474  -30555   33555
  -75.000   10.000  -31.63  -65.84   13854   11796   -7265  -30887   33851
  -75.000   15.000  -35.50  -66.15   13834   11263   -8033  -31287   34209
  -75.000   20.000  -39.44  -66.50   13806   10663   -8771  -31756   34628
  -75.000   25.000  -43.44  -66.91   13766    9995   -9466  -32294   35106
  -75.000   30.000  -47.50  -67.38   13709    9261  -10107  -32899   35641
  -75.000   35.000  -51.61  -67.90   13629    8463  -10683  -33567   36229
  -75.000   40.000  -55.78  -68.48   13523    7606  -11181  -34294   36864
  -75.000   45.000  -59.98  -69.11   13385    6696  -11590  -35075   37542
  -75.000   50.000  -64.24  -69.80   13212    5742  -11899  -35902   38256
  -75.000   55.000  -68.55  -70.53   12999    4754  -12099  -36768   38998
  -75.000   60.000  -72.92  -71.31   12744    3744  -12182  -37663   39761
  -75.000   65.000  -77.35  -72.12   12446    2725  -12144  -38577   40535
  -75.000   70.000  -81.88  -72.97   12102    1710  -11981  -39499   41312
  -75.000   75.000  -86.50  -73.84   11714     714  -11692  -40420   42083
  -75.000   80.000  -91.27  -74.73   11283    -249  -11280  -41327   42839
  -75.000   85.000  -96.19  -75.63   10811   -1167  -10748  -42210   43573
  -75.000   90.000 -101.33  -76.54   10305   -2025  -10104  -43059   44275
  -75.000   95.000 -106.74  -77.44    9769   -2813   -9355  -43863   44937
  -75.000  100.000 -112.47  -78.33    9212   -3521   -8513  -44613   45554
  -75.000  105.000 -118.61  -79.20    8644   -4139   -7588  -45302   46119
  -75.000  110.000 -125.25  -80.03    8076   -4662   -6595  -45922   46627
  -75.000  115.000 -132.50  -80.80    7524   -5083   -5548  -46468   47074
  -75.000  120.000 -140.46  -81.51    7005   -5402   -4459  -46936   47456
  -75.000  125.000 -149.22  -82.14    6536   -5615   -3345  -47323   47772
  -75.000  130.000 -158.82  -82.65    6140   -5725   -2218  -47627   48021
  -75.000  135.000 -169.21  -83.04    5838   -5734   -1093  -47849   48203
  -75.000  140.000  179.81  -83.29    5646   -5646      19  -47988   48319
  -75.000  145.000  168.55  -83.38    5576   -5465    1107  -48048   48371
  -75.000  150.000  157.44  -83.32    5629   -5199    2160  -48032   48360
  -75.000  155.000  146.84  -83.11    5796   -4852    3170  -47942   48291
  -75.000  160.000  137.03  -82.77    6060   -4434    4131  -47782   48165
  -75.000  165.000  128.12  -82.33    6401   -3951    5036  -47558   47987
  -75.000  170.000  120.11  -81.82    6799   -3410    5882  -47273   47760
  -75.000  175.000  112.93  -81.23    7236   -2819    6665  -46933   47488
  -75.000  180.000  106.48  -80.61    7699   -2185    7383  -46541   47174
  -75.000  185.000  100.66  -79.94    8176   -1513    8035  -46102   46821
  -75.000  190.000   95.36  -79.25    8658    -809    8620  -45619   46434
  -75.000  195.000   90.49  -78.54    9139     -79    9138  -45098   46014
  -75.000  200.000   85.98  -77.82    9614     674    9590  -44540   45565
  -75.000  205.000   81.76  -77.08   10079    1444    9975  -43949   45089
  -75.000  210.000   77.78  -76.34   10531    2229   10293  -43328   44589
  -75.000  215.000   73.99  -75.59   10968    3026   10543  -42680   44067
  -75.000  220.000   70.35  -74.83   11388    3830   10725  -42008   43525
  -75.000  225.000   66.82  -74.08   11789    4640   10837  -41316   42965
  -75.000  230.000   63.38  -73.32   12167    5451   10878  -40607   42390
  -75.000  235.000   60.01  -72.57   12522    6259   10846  -39884   41803
  -75.000  240.000   56.68  -71.83   12851    7059   10739  -39152   41207
  -75.000  245.000   53.38  -71.10   13152    7846   10556  -38415   40605
  -75.000  250.000   50.09  -70.39   13424    8613   10296  -37680   40000
  -75.000  255.000   46.80  -69.71   13664    9354    9960  -36951   39396
  -75.000  260.000   43.50  -69.05   13871   10062    9549  -36234   38798
  -75.000  265.000   40.20  -68.43   14046   10728    9065  -35535   38210
  -75.000  270.000   36.88  -67.86   14186   11347    8514  -34860   37636
  -75.000  275.000   33.56  -67.33   14294   11912    7902  -34215   37080
  -75.000  280.000   30.23  -66.85   14371   12417    7234  -33603   36547
  -75.000  285.000   26.89  -66.42   14418   12859    6521  -33031   36041
  -75.000  290.000   23.55  -66.05   14439   13236    5769  -32501   35564
  -75.000  295.000   20.22  -65.73   14436   13547    4988  -32016   35120
  -75.000  300.000   16.89  -65.47   14413   13792    4186  -31578   34712
  -75.000  305.000   13.56  -65.25   14376   13975    3371  -31188   34342
  -75.000  310.000   10.24  -65.09   14326   14098    2548  -30847   34012
  -75.000  315.000    6.93  -64.97   14270   14166    1721  -30556   33724
  -75.000  320.000    3.61  -64.89   14210   14181     895  -30314   33479
  -75.000  325.000    0.28  -64.84   14150   14149      70  -30122   33280
  -75.000  330.000   -3.07  -64.82   14092   14072    -754  -29981   33128
  -75.000  335.000   -6.44  -64.84   14041   13952   -1575  -29892   33025
  -75.000  340.000   -9.86  -64.88   13995   13789   -2396  -29856   32974
  -75.000  345.000  -13.32  -64.96   13958   13582   -3216  -29876   32975
  -75.000  350.000  -16.85  -65.06   13927   13330   -4036  -29953   33032
  -75.000  355.000  -20.43  -65.20   13904   13029   -4854  -30090   33147
  -70.000    0.000  -22.78  -63.29   13654   12589   -5288  -27140   30381
  -70.000    5.000  -26.25  -63.51   13676   12265   -6049  -27446   30664
  -70.000   10.000  -29.82  -63.78   13708   11893   -6816  -27836   31028
  -70.000   15.000  -33.47  -64.11   13744   11465   -7580  -28317   31476
  -70.000   20.000  -37.20  -64.50   13779   10975   -8331  -28891   32008
  -70.000   25.000  -41.00  -64.97   13804   10418   -9056  -29559   32624
  -70.000   30.000  -44.84  -65.51   13811    9793   -9738  -30321   33319
  -70.000   35.000  -48.71  -66.14   13792    9101  -10363  -31174   34089
  -70.000   40.000  -52.60  -66.84   13737    8344  -10912  -32113   34927
  -70.000   45.000  -56.49  -67.62   13639    7530  -11372  -33128   35826
  -70.000   50.000  -60.38  -68.48   13490    6667  -11727  -34212   36775
  -70.000   55.000  -64.27  -69.41   13283    5766  -11966  -35351   37764
  -70.000   60.000  -68.15  -70.39   13012    4842  -12078  -36531   38780
  -70.000   65.000  -72.04  -71.44   12674    3908  -12056  -37740   39811
  -70.000   70.000  -75.94  -72.53   12264    2979  -11897  -38959   40844
  -70.000   75.000  -79.88  -73.65   11784    2071  -11600  -40174   41867
  -70.000   80.000  -83.87  -74.81   11232    1198  -11168  -41368   42866
  -70.000   85.000  -87.97  -75.99   10611     376  -10605  -42525   43829
  -70.000   90.000  -92.21  -77.18    9927    -382   -9920  -43629   44744
  -70.000   95.000  -96.66  -78.38    9186   -1065   -9124  -44667   45602
  -70.000  100.000 -101.42  -79.57    8396   -1663   -8230  -45625   46391
  -70.000  105.000 -106.64  -80.75    7570   -2168   -7253  -46492   47104
  -70.000  110.000 -112.52  -81.91    6720   -2574   -6208  -47259   47734
  -70.000  115.000 -119.37  -83.02    5867   -2878   -5113  -47919   48276
  -70.000  120.000 -127.69  -84.07    5035   -3078   -3985  -48467   48728
  -70.000  125.000 -138.21  -85.02    4261   -3177   -2839  -48901   49086
  -70.000  130.000 -151.94  -85.82    3599   -3176   -1693  -49221   49352
  -70.000  135.000 -169.71  -86.38    3131   -3080    -560  -49428   49527
  -70.000  140.000  169.30  -86.59    2947   -2896     547  -49527   49614
  -70.000  145.000  148.42  -86.43    3087   -2630    1616  -49521   49617
  -70.000  150.000  130.95  -85.96    3493   -2289    2638  -49417   49541
  -70.000  155.000  117.57  -85.28    4067   -1882    3605  -49223   49390
  -70.000  160.000  107.45  -84.48    4728   -1418    4511  -48944   49172
  -70.000  165.000   99.58  -83.63    5428    -903    5352  -48589   48891
  -70.000  170.000   93.25  -82.74    6135    -347    6126  -48164   48554
  -70.000  175.000   87.97  -81.84    6835     243    6831  -47678   48165
  -70.000  180.000   83.43  -80.94    7517     860    7468  -47136   47732
  -70.000  185.000   79.44  -80.04    8177    1498    8038  -46544   47257
  -70.000  190.000   75.86  -79.14    8810    2152    8543  -45908   46746
  -70.000  195.000   72.59  -78.24    9416    2818    8985  -45232   46201
  -70.000  200.000   69.55  -77.35    9996    3492    9366  -44519   45627
  -70.000  205.000   66.70  -76.45   10549    4172    9689  -43772   45025
  -70.000  210.000   63.99  -75.55   11075    4856    9954  -42994   44397
  -70.000  215.000   61.38  -74.66   11576    5544   10162  -42186   43746
  -70.000  220.000   58.84  -73.75   12050    6234   10312  -41352   43072
  -70.000  225.000   56.34  -72.85   12498    6926   10403  -40492   42377
  -70.000  230.000   53.86  -71.94   12918    7619   10432  -39610   41664
  -70.000  235.000   51.36  -71.03   13308    8309   10395  -38710   40934
  -70.000  240.000   48.84  -70.12   13666    8994   10288  -37795   40190
  -70.000  245.000   46.27  -69.23   13988    9670   10107  -36872   39436
  -70.000  250.000   43.63  -68.35   14272   10330    9848  -35948   38677
  -70.000  255.000   40.93  -67.49   14514   10966    9509  -35030   37918
  -70.000  260.000   38.15  -66.68   14713   11570    9089  -34128   37164
  -70.000  265.000   35.30  -65.91   14866   12132    8590  -33251   36423
  -70.000  270.000   32.38  -65.20   14972   12644    8018  -32409   35701
  -70.000  275.000   29.40  -64.57   15032   13096    7379  -31611   35003
  -70.000  280.000   26.37  -64.01   15048   13483    6684  -30864   34337
  -70.000  285.000   23.31  -63.53   15024   13798    5944  -30175   33708
  -70.000  290.000   20.22  -63.14   14963   14041    5173  -29548   33121
  -70.000  295.000   17.14  -62.84   14872   14211    4383  -28987   32579
  -70.000  300.000   14.07  -62.62   14756   14313    3587  -28490   32085
  -70.000  305.000   11.02  -62.47   14623   14353    2795  -28058   31640
  -70.000  310.000    8.00  -62.39   14479   14338    2014  -27689   31246
  -70.000  315.000    5.00  -62.37   14332   14278    1250  -27379   30904
  -70.000  320.000    2.03  -62.39   14189   14180     503  -27127   30613
  -70.000  325.000   -0.92  -62.44   14055   14053    -227  -26928   30375
  -70.000  330.000   -3.89  -62.51   13935   13903    -944  -26783   30192
  -70.000  335.000   -6.87  -62.60   13834   13735   -1655  -26692   30064
  -70.000  340.000   -9.90  -62.71   13754   13549   -2364  -26656   29995
  -70.000  345.000  -12.99  -62.82   13696   13346   -3078  -26678   29988
  -70.000  350.000  -16.16  -62.96   13662   13122   -3802  -26762   30048
  -70.000  355.000  -19.42  -63.11   13648   12872   -4538  -26914   30177
  -65.000    0.000  -22.04  -61.80   13061   12107   -4901  -24355   27636
  -65.000    5.000  -25.27  -61.99   13126   11870   -5603  -24677   27951
  -65.000   10.000  -28.63  -62.23   13216   11600   -6333  -25099   28366
  -65.000   15.000  -32.11  -62.53   13323   11285   -7081  -25630   28886
  -65.000   20.000  -35.67  -62.92   13437   10916   -7836  -26277   29513
  -65.000   25.000  -39.30  -63.39   13548   10484   -8580  -27044   30248
  -65.000   30.000  -42.95  -63.97   13642    9986   -9295  -27934   31087
  -65.000   35.000  -46.60  -64.66   13708    9419   -9959  -28942   32024
  -65.000   40.000  -50.21  -65.45   13731    8787  -10552  -30062   33050
  -65.000   45.000  -53.78  -66.35   13700    8096  -11053  -31285   34153
  -65.000   50.000  -57.27  -67.35   13603    7355  -11444  -32596   35321
  -65.000   55.000  -60.68  -68.43   13430    6577  -11710  -33979   36537
  -65.000   60.000  -63.99  -69.60   13173    5777  -11839  -35416   37786
  -65.000   65.000  -67.21  -70.83   12825    4969  -11824  -36885   39052
  -65.000   70.000  -70.32  -72.11   12383    4170  -11660  -38367   40316
  -65.000   75.000  -73.35  -73.44   11845    3395  -11348  -39839   41562
  -65.000   80.000  -76.28  -74.80   11212    2660  -10892  -41279   42774
  -65.000   85.000  -79.12  -76.19   10485    1979  -10297  -42666   43936
  -65.000   90.000  -81.89  -77.60    9671    1364   -9574  -43981   45032
  -65.000   95.000  -84.60  -79.01    8777     826   -8738  -45205   46049
  -65.000  100.000  -87.26  -80.43    7811     374   -7802  -46320   46974
  -65.000  105.000  -89.89  -81.84    6785      13   -6785  -47315   47799
  -65.000  110.000  -92.54  -83.24    5711    -253   -5705  -48177   48514
  -65.000  115.000  -95.28  -84.62    4602    -423   -4582  -48899   49115
  -65.000  120.000  -98.26  -85.99    3471    -498   -3435  -49477   49598
  -65.000  125.000 -101.92  -87.33    2330    -481   -2280  -49910   49964
  -65.000  130.000 -108.36  -88.63    1197    -377   -1136  -50199   50214
  -65.000  135.000 -175.08  -89.78     192    -191     -16  -50351   50351
  -65.000  140.000   86.30  -88.79    1067      69    1065  -50371   50382
  -65.000  145.000   79.31  -87.57    2135     396    2098  -50267   50313
  -65.000  150.000   75.72  -86.37    3172     782    3074  -50050   50150
  -65.000  155.000   72.98  -85.21    4168    1220    3985  -49729   49903
  -65.000  160.000   70.60  -84.07    5119    1700    4828  -49315   49580
  -65.000  165.000   68.41  -82.97    6021    2215    5599  -48819   49189
  -65.000  170.000   66.35  -81.89    6875    2758    6297  -48251   48738
  -65.000  175.000   64.37  -80.84    7678    3321    6923  -47619   48234
  -65.000  180.000   62.48  -79.81    8433    3897    7479  -46934   47686
  -65.000  185.000   60.64  -78.81    9140    4481    7967  -46202   47098
  -65.000  190.000   58.87  -77.82    9803    5067    8392  -45430   46476
  -65.000  195.000   57.16  -76.85   10423    5653    8757  -44622   45823
  -65.000  200.000   55.49  -75.89   11005    6234    9069  -43782   45144
  -65.000  205.000   53.87  -74.93   11551    6811    9329  -42912   44439
  -65.000  210.000   52.27  -73.98   12064    7382    9542  -42013   43711
  -65.000  215.000   50.69  -73.02   12547    7949    9708  -41086   42959
  -65.000  220.000   49.11  -72.05   13002    8511    9829  -40131   42184
  -65.000  225.000   47.51  -71.06   13430    9072    9903  -39147   41386
  -65.000  230.000   45.86  -70.07   13829    9631    9924  -38135   40565
  -65.000  235.000   44.15  -69.06   14199   10189    9889  -37098   39723
  -65.000  240.000   42.34  -68.03   14536   10745    9790  -36040   38861
  -65.000  245.000   40.42  -67.01   14836   11295    9619  -34966   37984
  -65.000  250.000   38.37  -65.99   15094   11834    9369  -33886   37096
  -65.000  255.000   36.18  -64.99   15304   12354    9034  -32810   36204
  -65.000  260.000   33.83  -64.03   15463   12845    8609  -31751   35316
  -65.000  265.000   31.34  -63.13   15566   13295    8096  -30724   34442
  -65.000  270.000   28.70  -62.31   15612   13694    7498  -29743   33592
  -65.000  275.000   25.94  -61.58   15601   14029    6825  -28824   32775
  -65.000  280.000   23.08  -60.96   15534   14291    6090  -27977   32000
  -65.000  285.000   20.15  -60.47   15417   14474    5310  -27212   31276
  -65.000  290.000   17.17  -60.10   15256   14576    4504  -26535   30608
  -65.000  295.000   14.19  -59.87   15058   14599    3690  -25949   30001
  -65.000  300.000   11.22  -59.77   14832   14548    2887  -25451   29457
  -65.000  305.000    8.31  -59.77   14588   14435    2109  -25035   28975
  -65.000  310.000    5.47  -59.86   14336   14271    1367  -24696   28555
  -65.000  315.000    2.70  -60.03   14086   14070     664  -24424   28195
  -65.000  320.000    0.01  -60.23   13847   13847       2  -24211   27891
  -65.000  325.000   -2.63  -60.46   13628   13614    -625  -24050   27643
  -65.000  330.000   -5.23  -60.69   13436   13380   -1225  -23936   27449
  -65.000  335.000   -7.84  -60.91   13277   13153   -1810  -23868   27313
  -65.000  340.000  -10.48  -61.12   13156   12936   -2392  -23847   27235
  -65.000  345.000  -13.19  -61.30   13073   12728   -2983  -23878   27222
  -65.000  350.000  -16.01  -61.47   13031   12526   -3594  -23966   27280
  -65.000  355.000  -18.95  -61.63   13028   12322   -4232  -24122   27415
  -60.000    0.000  -21.69  -61.00   12222   11357   -4517  -22050   25211
  -60.000    5.000  -24.67  -61.14   12328   11202   -5146  -22366   25539
  -60.000   10.000  -27.83  -61.30   12476   11033   -5825  -22791   25983
  -60.000   15.000  -31.14  -61.53   12658   10834   -6545  -23341   26552
  -60.000   20.000  -34.55  -61.84   12859   10592   -7292  -24027   27252
  -60.000   25.000  -38.01  -62.27   13066   10295   -8046  -24859   28084
  -60.000   30.000  -41.48  -62.83   13262    9936   -8783  -25840   29045
  -60.000   35.000  -44.90  -63.53   13428    9512   -9478  -26969   30127
  -60.000   40.000  -48.23  -64.37   13547    9025  -10103  -28236   31318
  -60.000   45.000  -51.43  -65.34   13602    8480  -10635  -29630   32603
  -60.000   50.000  -54.48  -66.44   13577    7887  -11050  -31131   33963
  -60.000   55.000  -57.35  -67.64   13459    7261  -11332  -32719   35379
  -60.000   60.000  -60.02  -68.93   13239    6616  -11468  -34368   36830
  -60.000   65.000  -62.46  -70.30   12911    5969  -11449  -36052   38294
  -60.000   70.000  -64.67  -71.72   12471    5335  -11272  -37745   39752
  -60.000   75.000  -66.61  -73.18   11919    4731  -10940  -39419   41182
  -60.000   80.000  -68.25  -74.66   11257    4171  -10456  -41049   42564
  -60.000   85.000  -69.55  -76.17   10493    3666   -9831  -42608   43881
  -60.000   90.000  -70.42  -77.67    9634    3228   -9077  -44072   45113
  -60.000   95.000  -70.76  -79.16    8695    2865   -8210  -45421   46246
  -60.000  100.000  -70.39  -80.63    7693    2582   -7247  -46634   47264
  -60.000  105.000  -69.01  -82.06    6650    2382   -6208  -47696   48157
  -60.000  110.000  -66.10  -83.43    5595    2267   -5115  -48596   48917
  -60.000  115.000  -60.74  -84.71    4571    2234   -3988  -49327   49539
